223,KHK(Keadaan dan Hubungan dalam Keluarga),Orang tua kurang senang kawan-kawan datang kerumah
224,KHK(Keadaan dan Hubungan dalam Keluarga),Mengalami masalah karena rindu dan ingin bertemu dengan orang tua dan/atau anggota keluarga lainnya
225,KHK(Keadaan dan Hubungan dalam Keluarga),Tidak betah dan ingin meninggalkan rumah karena keadaanya sangat tidak menyenangkan
136,HSO(Hubungan Sosial),Tidak menyukai atau disukai seseorang
137,HSO(Hubungan Sosial),Merasa diperhatikan atau dibicarakan atau di perolokkan orang lain
138,HSO(Hubungan Sosial),mengalami masalah karena ingin lebih terkenal atau lebih menarik atau lebih menyenangkan bagi orang lain
139,HSO(Hubungan Sosial),mempunyai kawan yang kurang disukai orang lain
140,HSO(Hubungan Sosial),tidak mempunyai kawan akrab hubungan sosial terbatas atau terisolir
151,HSO(Hubungan Sosial),Kurang peduli terhadap orang lain
152,HSO(Hubungan Sosial),Rapuh dalam berteman
153,HSO(Hubungan Sosial),Merasa tidak dianggap penting diremehkan atau dikecam oleh orang lain
154,HSO(Hubungan Sosial),Mengalami masalah dengan orang lain karena kurang peduli terhadap diri sendiri
155,HSO(Hubungan Sosial),Canggung dan/atau tidak lancar berkomunikasi dengan orang lain
166,HSO(Hubungan Sosial),Tidak lincah dan kurang mengetahui tentang tata krama pergaulan
167,HSO(Hubungan Sosial),Kurang pandai memimpin dan/atau mudah dipengaruhi orang lain
168,HSO(Hubungan Sosial),Sering membantah atau tidak menyukai sesuatu yang dikatakan/dirasakan orang lain atau dikatakan sombong
169,HSO(Hubungan Sosial),Mudah tersinggung atau sakit hati dalam berhubungan dengan orang lain
170,HSO(Hubungan Sosial),Lambat menjalin persahabatan
6,KDP(Karir dan Pekerjaan),Belum mampu memikirkan dan memilih pekerjaan yang akan dijabat nantinya
7,KDP(Karir dan Pekerjaan),Belum mengetahui bakat diri sendiri untuk jabatan/pekerjaan apa
8,KDP(Karir dan Pekerjaan),Kurang memiliki pengetahuan yang luas tentang lapangan pekerjaan dan seluk beluk jenis-jenis pekerjaan
9,KDP(Karir dan Pekerjaan),Ingin memperoleh bantuan dalam mendapatkan pekerjaan sambilan untuk melatih diri bekerja sambil sekolah
10,KDP(Karir dan Pekerjaan),Khawatir akan pekerjaan yang dijabatnya nanti; jangan-jangan memberikan penghasilan yang tidak mencukupi
21,KDP(Karir dan Pekerjaan),Ragu akan kemampuan saya untuk sukses dalam bekerja
22,KDP(Karir dan Pekerjaan),Belum mampu merencanakan masa depan
23,KDP(Karir dan Pekerjaan),Takut akan bayangan masa depan
24,KDP(Karir dan Pekerjaan),Mengalami masalah karena membandingan-bandingan pekerjaan yang layak atau tidak layak untuk menjabat
25,KDP(Karir dan Pekerjaan),Khawatir diperlakukan secara tidak wajar atau tidak adil dalam mencari dan/atau melamar pekerjaan
36,KDP(Karir dan Pekerjaan),Kurang yakin terhadap kemampuan pendidikan sekarang ini dalam menyiapkan jabatan tertentu nantinya
37,KDP(Karir dan Pekerjaan),Ragu tentang kesempatan memperoleh pekerjaan sesuai dengan pendidikan yang diikuti sekarang ini
38,KDP(Karir dan Pekerjaan),Ingin mengikuti kegiatan pelajaran dan/atau latihan khusus tertentu yang benar-benar menunjang proses mencari dan melamar pekerjaan setamat pendidikan ini
39,KDP(Karir dan Pekerjaan),Cemas kalau menjadi pengangguran setamat pendidikan ini
40,KDP(Karir dan Pekerjaan),Ragu apakah setamat pendidikan ini dapat bekerja secara mandiri
181,EDK(Ekonomi & Keuangan),Mengalami masalah karena kurang mampu berhemat atau berkemampuan keuangan sangat tidak mencukupi baik untuk keperluan sehari-hari maupun keperluan pekerjaan
182,EDK(Ekonomi & Keuangan),Khawatir tidak mampu menamatkan sekolah ini atau putus sekolah harus segera bekerja
183,EDK(Ekonomi & Keuangan),Mengalami masalah karena terlalu berhemat dan/atau ingin menabung
184,EDK(Ekonomi & Keuangan),Kekurangan dalam keuangan menyebabkan dalam pengembangan diri terhambat
185,EDK(Ekonomi & Keuangan),untuk memenuhi keuangan terpaksa sekolah sambil bekerja
196,EDK(Ekonomi & Keuangan),Mengalami masalah karena ingin berpenghasilan sendiri
197,EDK(Ekonomi & Keuangan),Berhutang yang cukup memberatkan
198,EDK(Ekonomi & Keuangan),Besarnya uang yang diperoleh dan sumber-sumbernya tidak menentu
199,EDK(Ekonomi & Keuangan),Khawatir akan kondisi keuangan orang tua atau orang yang menjadi sumber keuangan; jangan-jangan harus menjual atau mengandal harta keluarga
200,EDK(Ekonomi & Keuangan),Mengalami masalah karena keuangan dikendalikan orang lain
211,EDK(Ekonomi & Keuangan),Mengalami masalah karena membanding-bandingkan kondisi keuangan sendiri dengan kondisi keuangan orang lain
212,EDK(Ekonomi & Keuangan),Kesulitan dalam mendapatkan penghasilan sendiri sambil sekolah
213,EDK(Ekonomi & Keuangan),Mempertanyakan kemungkinan memperoleh beasiswa atau dana bantuan belajar lainnya
214,EDK(Ekonomi & Keuangan),Orang lain menganggap pelit dan/atau tidak mau membantu kawan yang sedang mengalami kesulitan keuangan
215,EDK(Ekonomi & Keuangan),Terpaksa berbagi pengeluaran keuangan dengan kakak atau adik atau anggota keluarga lain yang sama-sama membutuhkan biaya
201,WSG(Waktu Senggang),Kekurangan waktu senggang seperti waktu istirahat waktu luang di sekolah ataupun di rumah waktu libur untuk bersikap santai dan/atau melakukan kegiatan yang menyenangkan atau rekreasi
202,WSG(Waktu Senggang),Tidak diperkenankan atau kurang bebas dalam menggunakan waktu senggang yang tersedia untuk kegiatan yang disukai/diingini
203,WSG(Waktu Senggang),Mengalami masalah untuk mengikuti kegiatan acara-acara gembira dan santai bersama kawan-kawan
204,WSG(Waktu Senggang),Tidak mempunyai kawan akrab untuk bersama-sama mengisi waktu kosong
205,WSG(Waktu Senggang),Mengalami masalah karena memikirkan atau membayangkan kesempatan waktu berlibur di tempat jauh indah tenang dan menyenangkan
216,WSG(Waktu Senggang),Tidak mengetahui cara menggunakan waktu senggang yang ada
217,WSG(Waktu Senggang),Kekurangan sarana seperti biaya kendaraan televisi buku-buku bacaan dan lain-lain
218,WSG(Waktu Senggang),Mengalami masalah karena melaksanakan kegiatan atau acara yang kurang tepat dalam menggunakan waktu senggang
219,WSG(Waktu Senggang),Mengalami masalah dalam menggunakan waktu senggang karena tidak memiliki keterampilan tertentu seperti bermain musik olah raga menari dan sebagainya
220,WSG(Waktu Senggang),Kurang berminat atau tidak ada hal yang menarik dalam memanfaatkan waktu senggang yang tersedia
111,ANM(Agama dan Nilai Moral),Mengalami masalah untuk pergi ke tempat peribadatan
112,ANM(Agama dan Nilai Moral),Mempunyai pandangan atau kebiasaan yang tidak sesuai dengan kaidah-kaidah agama
113,ANM(Agama dan Nilai Moral),Tidak mampu melaksanakan tuntutan keagamaan dan/atau khawatir tidak mampu menghindari larangan yang ditentukan agama
114,ANM(Agama dan Nilai Moral),Kurang menyukai pembicaraan tentang agama
115,ANM(Agama dan Nilai Moral),Ragu dan ingin memperoleh penjelasan lebih banyak tentang kaidah-kaidah agama
116,ANM(Agama dan Nilai Moral),Mengalami kesulitan dalam mendalami agama
117,ANM(Agama dan Nilai Moral),Tidak memiliki kecakapan dan sarana untuk melaksanakan
118,ANM(Agama dan Nilai Moral),Mengalami masalah karena membandingkan agama yang satu dengan yang lain
119,ANM(Agama dan Nilai Moral),Bermasalah karena anggota keluarga tidak seagama
120,ANM(Agama dan Nilai Moral),Belum menjalankan ibadah agama sebagai diharapkan
126,ANM(Agama dan Nilai Moral),Berkata dusta atau berbuat tidak jujur untuk tujuan-tujuan tertentu seperti membohongi teman berlaku curang dalam ujian
127,ANM(Agama dan Nilai Moral),Kurang mengetahui hal-hal menurut orang lain dianggap baik atau buruk benar atau salah
128,ANM(Agama dan Nilai Moral),Tidak dapat mengambil keputusan tentang sesuatu karena kurang memahami baik buruknya atau benar salahnya sesuatu itu
129,ANM(Agama dan Nilai Moral),Merasa terganggu oleh kesalahan atau keburukan orang lain
130,ANM(Agama dan Nilai Moral),Tidak mengetahui cara-cara yang tepat untuk mengatakan kepada orang lain tentang sesuatu yang baik atau buruk benar atau salah
131,ANM(Agama dan Nilai Moral),Khawatir atau merasa ketakutan akan akibat perbuatan melanggar kaidah-kaidah agama
132,ANM(Agama dan Nilai Moral),Kurang menyukai pembicaraan yang dilontarkan di tempat peribadatan
133,ANM(Agama dan Nilai Moral),Kurang taat atau kurang khusyuk
134,ANM(Agama dan Nilai Moral),Mengalami masalah karena memiliki pandangan dan/atau sikap keagamaan yang cenderung fanatik atau berprasangka
135,ANM(Agama dan Nilai Moral),Meragukan manfaat ibadah dan/atau upacara keagamaan
141,ANM(Agama dan Nilai Moral),Merasa terganggu karena melakukan sesuatu yang menjadikan orang lain tidak senang
142,ANM(Agama dan Nilai Moral),Terlanjur berbicara bertindak atau bersikap tidak layak kepada orang tua dan/atau orang lain
143,ANM(Agama dan Nilai Moral),Senang ditegur karena dianggap melakukan kesalahan pelanggaran atau sesuatu yang tidak layak
144,ANM(Agama dan Nilai Moral),Mengalami masalah karena berbohong atau berkata tidak layak meskipun sebenarnya dengan maksud sekedar mengolok-olok atau menimbulkan suasana gembira
145,ANM(Agama dan Nilai Moral),Tidak melakukan sesuatu yang sesungguhnya perlu dilakukan
146,ANM(Agama dan Nilai Moral),Takut dipersalahkan karena melanggar adat
147,ANM(Agama dan Nilai Moral),Mengalami masalah karena memiliki kebiasaan yang berbeda dari orang lain
148,ANM(Agama dan Nilai Moral),Tertampar melakukan sesuatu perbuatan yang salah atau melanggar nilai-nilai moral atau adat
149,ANM(Agama dan Nilai Moral),Merasa bersalah karena terpaksa mengingkari janji
150,ANM(Agama dan Nilai Moral),Mengalami persoalan karena berbeda pendapat tentang suatu aturan dalam adat
156,HMP(Hubungan Muda-mudi dan Perkawinan),Membutuhkan keterangan tentang seks pacaran dan/atau perkawinan
157,HMP(Hubungan Muda-mudi dan Perkawinan),Mengalami masalah karena malu dan kurang terbuka dalam membicarakan soal seks pacar dan/atau jodoh
158,HMP(Hubungan Muda-mudi dan Perkawinan),Khawatir tidak mendapatkan pacar atau jodoh yang baik/cocok
159,HMP(Hubungan Muda-mudi dan Perkawinan),Terlalu memikirkan tentang seks percintaan pacaran atau perkawinan
160,HMP(Hubungan Muda-mudi dan Perkawinan),Mengalami masalah karena dilarang atau merasa tidak patut berpacaran
171,HMP(Hubungan Muda-mudi dan Perkawinan),Kurang mendapatkan perhatian dari jenis kelamin lain atau pacar
172,HMP(Hubungan Muda-mudi dan Perkawinan),Mengalami masalah karena ingin mempunyai pacar
173,HMP(Hubungan Muda-mudi dan Perkawinan),Canggung dalam menghadapi jenis kelamin lain atau pacar
174,HMP(Hubungan Muda-mudi dan Perkawinan),Suka mengendalikan dorongan seksual
175,HMP(Hubungan Muda-mudi dan Perkawinan),Mengalami masalah dalam memilih teman akrab dari jenis kelamin lain atau pacar
186,HMP(Hubungan Muda-mudi dan Perkawinan),Mengalami masalah karena takut atau sudah terlalu jauh berhubungan dengan jenis kelamin lain atau pacar
187,HMP(Hubungan Muda-mudi dan Perkawinan),Bertepuk sebelah tangan dengan kawan akrab atau pacar
188,HMP(Hubungan Muda-mudi dan Perkawinan),Takut ditinggalkan pacar atau patah hati cemburu atau cinta segi tiga
189,HMP(Hubungan Muda-mudi dan Perkawinan),Khawatir akan dipaksa kawin
190,HMP(Hubungan Muda-mudi dan Perkawinan),Mengalami masalah karena sering dan mudah jatuh cinta dan/atau rindu kepada pacar
11,PDP(Pendidikan dan Pembelajaran),Terpaksa atau ragu ragu memasuki sekolah ini
12,PDP(Pendidikan dan Pembelajaran),Meragukan kemanfaatan memasuki sekolah ini
13,PDP(Pendidikan dan Pembelajaran),Sukar menyesuaikan diri dengan keadaan sekolah
14,PDP(Pendidikan dan Pembelajaran),Kurang meminati pelajaran atau jurusan atau program yang diikuti
15,PDP(Pendidikan dan Pembelajaran),Khawatir tidak dapat menamatkan sekolah pada waktu yang direncanakan
26,PDP(Pendidikan dan Pembelajaran),Sering tidak masuk sekolah
27,PDP(Pendidikan dan Pembelajaran),Tugas-tugas pelajaran tidak selesai pada waktunya
28,PDP(Pendidikan dan Pembelajaran),Sukar memahami penjelasan guru sewaktu pelajaran berlangsung
29,PDP(Pendidikan dan Pembelajaran),Mengalami kesulitan dalam membuat catatan pelajaran
30,PDP(Pendidikan dan Pembelajaran),Terpaksa mengikuti mata pelajaran yang tidak disukai
41,PDP(Pendidikan dan Pembelajaran),Gelisah dan/atau melakukan kegiatan yang tidak menentu sewaktu pelajaran berlangsung misalnya membuat coret-coretan dalam buku cenderung mengganggu teman
42,PDP(Pendidikan dan Pembelajaran),Sering malas belajar
43,PDP(Pendidikan dan Pembelajaran),Kurang konsentrasi dalam mengikuti pelajaran
44,PDP(Pendidikan dan Pembelajaran),Khawatir tugas-tugas pelajaran hasilnya kurang memuaskan atau rendah
45,PDP(Pendidikan dan Pembelajaran),Mengalami masalah karena kemajuan atau hasil belajar hanya diberitahukan pada akhir catur wulan
51,PDP(Pendidikan dan Pembelajaran),Hasil belajar atau nilai-nilai kurang memuaskan
52,PDP(Pendidikan dan Pembelajaran),Mengalami masalah dalam belajar kelompok
53,PDP(Pendidikan dan Pembelajaran),Kurang berminat dan/atau kurang mampu mempelajari buku pelajaran
54,PDP(Pendidikan dan Pembelajaran),Takut dan atau kurang mampu berbicara di dalam kelas dan/atau di luar kelas
55,PDP(Pendidikan dan Pembelajaran),Mengalami kesulitan dalam ejaan tata bahasa dan/atau perbendaharaan kata dalam bahasa indonesia
56,PDP(Pendidikan dan Pembelajaran),Mengalami masalah dalam menjawab pertanyaan ujian
57,PDP(Pendidikan dan Pembelajaran),Tidak mengetahui dan/atau tidak mampu menerapkan cara-cara belajar yang baik
58,PDP(Pendidikan dan Pembelajaran),Kekurangan waktu untuk belajar
59,PDP(Pendidikan dan Pembelajaran),Mengalami masalah dalam menyusun makalah laporan atau karya tulis lainnya
60,PDP(Pendidikan dan Pembelajaran),Sukar mendapatkan buku pelajaran yang diperlukan
66,PDP(Pendidikan dan Pembelajaran),Mengalami kesulitan dalam pemahaman dan penggunaan istilah dan/atau bahasa inggris dan/atau bahasa asing lainnya
67,PDP(Pendidikan dan Pembelajaran),Kesulitan dalam membaca cepat dan/atau memahami isi buku pelajaran
68,PDP(Pendidikan dan Pembelajaran),Takut menghadapi ulangan/ujian
69,PDP(Pendidikan dan Pembelajaran),Khawatir memperoleh nilai rendah dalam ulangan/ujian ataupun tugas-tugas
70,PDP(Pendidikan dan Pembelajaran),Kesulitan dalam mengingat materi pelajaran
71,PDP(Pendidikan dan Pembelajaran),Sering kali tidak siap menghadapi ujian
72,PDP(Pendidikan dan Pembelajaran),Sarana belajar di sekolah kurang memadai
73,PDP(Pendidikan dan Pembelajaran),Orang tua kurang peduli dan/atau kurang membantu kegiatan belajar di sekolah dan/atau di rumah
74,PDP(Pendidikan dan Pembelajaran),Anggota keluarga kurang peduli dan/atau kurang membantu kegiatan belajar di sekolah dan/atau di rumah
75,PDP(Pendidikan dan Pembelajaran),Sarana belajar di rumah kurang memadai
81,PDP(Pendidikan dan Pembelajaran),Cara guru menyajikan pelajaran terlalu kaku dan atau membosankan dan/atau
82,PDP(Pendidikan dan Pembelajaran),Guru kurang bersahabat dan/atau membimbing siswa
83,PDP(Pendidikan dan Pembelajaran),Mengalami masalah karena disiplin yang diterapkan oleh guru
84,PDP(Pendidikan dan Pembelajaran),Dirugikan karena dalam menilai kemajuan atau keberhasilan siswaguru    kurang objektif
85,PDP(Pendidikan dan Pembelajaran),Guru kurang memberikan tanggung jawab kepada siswa
86,PDP(Pendidikan dan Pembelajaran),Guru kurang adil atau pilih kasih
87,PDP(Pendidikan dan Pembelajaran),Ingin dekat dengan guru
88,PDP(Pendidikan dan Pembelajaran),Guru kurang memperhatikan kebutuhan dan/atau keadaan siswa
89,PDP(Pendidikan dan Pembelajaran),Mendapatkan perhatian khusus dari guru
90,PDP(Pendidikan dan Pembelajaran),Dalam memberi pelajaran dan/atau berhubungan dengan siswa sikap dan/atau tindakan guru senang berubah-ubah sehingga membingungkan siswa
96,PDP(Pendidikan dan Pembelajaran),Khawatir akan dipaksa melanjutkan pelajaran setamat sekolah ini
97,PDP(Pendidikan dan Pembelajaran),Kekurangan informasi tentang pendidikan lanjutan yang dapat dimasuki setamat sekolah ini
98,PDP(Pendidikan dan Pembelajaran),Ragu tentang kemanfaatan pendidikan lanjutan setamat sekolah ini
99,PDP(Pendidikan dan Pembelajaran),Khawatir tidak mampu melanjutkan pelajaran setamat dari sekolah ini dan/atau terlalu memikirkan pendidikan lanjutan setamat sekolah ini
100,PDP(Pendidikan dan Pembelajaran),Ragu apakah sekolah sekarang ini mampu memberikan modal yang kuat bagi para siswanya untuk menempuh pendidikan lebih lanjut
101,PDP(Pendidikan dan Pembelajaran),Khawatir tidak tersedia biaya untuk melanjutkan pekerjaan setamat sekolah ini
102,PDP(Pendidikan dan Pembelajaran),Tidak dapat mengambil keputusan tentang apakah akan mencari pekerjaan atau melanjutkan pelajaran setamat sekolah ini
103,PDP(Pendidikan dan Pembelajaran),Khawatir tuntutan dan proses pendidikan lanjutan setamat sekolah ini sangat berat
104,PDP(Pendidikan dan Pembelajaran),Terdapat pertentangan pendapat dengan orang tua dan/atau anggota keluarga lain tentang rencana melanjutkan pelajaran setamat sekolah ni
105,PDP(Pendidikan dan Pembelajaran),Khawatir tidak bersaing dalam upaya memasuki pendidikan lanjutan setamat sekolah ini
